draw,pearson_r,spearman_rho,cosine_similarity,sign_concordance,projection
47,-0.08864190853513512,-0.14869565217391303,-0.385165166153467,0.2916666666666667,-0.04802836051981029
48,-0.15961259157327778,-0.03565217391304347,-0.6330023837423614,0.25,-0.14040932691032196
49,0.5703102715105246,0.571304347826087,0.3177870529528029,0.5833333333333334,0.04993444661469382
50,0.1839875251068983,0.04521739130434782,-0.2867194818603092,0.3333333333333333,-0.052508779445794136
51,-0.11062948616253308,-0.1973913043478261,-0.10805320833341457,0.5416666666666666,-0.0106141407178488
52,0.19985936771855825,0.2121739130434782,-0.550834887300795,0.16666666666666666,-0.11998067985374156
53,0.26447799322949506,0.27043478260869563,-0.4295027023200671,0.25,-0.055232131968336005
54,0.08641501544516937,0.09565217391304347,0.46900223051916556,0.7083333333333334,0.10852119881536058
55,-0.300224959311535,-0.1973913043478261,-0.43249170991063307,0.4166666666666667,-0.044285753116113
56,-0.25267221417439084,-0.21478260869565213,-0.4541595815545981,0.3333333333333333,-0.06035507623673036
57,0.1264236650260518,0.1643478260869565,-0.04170192833168604,0.5833333333333334,-0.006091560189787369
58,0.3139575178303191,0.20608695652173914,-0.39125683255423027,0.25,-0.07697038439800875
59,-0.2794491063871623,-0.22869565217391302,-0.12558050370966384,0.5,-0.01650284955300131
60,0.3924572474972336,0.24695652173913044,-0.04051609480913967,0.2916666666666667,-0.005556298731999752
61,-0.08621769244654484,-0.05304347826086955,0.3034991504506769,0.5833333333333334,0.038425764285826294
62,-0.002874809238870589,0.029565217391304344,0.3767564070298625,0.6666666666666666,0.06418731206260615
63,0.24028439168721513,0.05652173913043478,0.2765420773308588,0.5416666666666666,0.03152855616071997
64,0.2814702770177926,0.3217391304347825,-0.26972732188841203,0.375,-0.049000638673776346
65,0.3225556167234611,0.27478260869565213,-0.036934110965834155,0.4166666666666667,-0.0065966491409749865
66,-0.11209025924141938,-0.05304347826086955,-0.4542270497521859,0.3333333333333333,-0.06185711093335965
67,0.06689877368168227,0.09130434782608696,0.07956073501593186,0.5416666666666666,0.01007433605204831
68,0.05039491535188829,0.014782608695652172,0.14605671358944458,0.625,0.014016542165654065
69,-0.530371179818725,-0.5382608695652172,-0.24664274589075186,0.5,-0.02882755804419111
70,0.3768576763122079,0.308695652173913,0.10522081026680721,0.4583333333333333,0.013515851201057019
71,-0.29137067882288065,-0.33304347826086955,-0.5215238015774488,0.25,-0.06836914133960778
72,0.33931971453005305,0.40956521739130425,0.6157885239174196,0.6666666666666666,0.10098575895061784
73,-0.4318059226178585,-0.3182608695652174,-0.7488974410094205,0.16666666666666666,-0.16497395199409337
74,-0.2815007610891592,-0.2756521739130435,0.0001251649580502441,0.4583333333333333,1.8559054924687922e-05
75,-0.07659742317640937,-0.10956521739130433,-0.262504173714256,0.4166666666666667,-0.03249686653809562
76,0.26186692342945656,0.2817391304347826,-0.47754622030786464,0.125,-0.11671829406916827
77,0.5181132586617279,0.571304347826087,0.5484014737897126,0.7083333333333334,0.07030353593671428
78,-0.17556944804134306,-0.2573913043478261,-0.5366413112041623,0.3333333333333333,-0.09633311077801097
79,0.03605239462848667,-0.05304347826086955,-0.2419618765681596,0.375,-0.027207458747701373
80,-0.008722941465854221,0.06521739130434781,-0.15418121167673132,0.4583333333333333,-0.014429161488920993
81,0.031135352232814953,0.002608695652173913,0.5364356866304123,0.8333333333333334,0.10825846826740221
82,-0.3176607945649642,-0.2939130434782608,-0.7027137454925466,0.16666666666666666,-0.12927292703863996
83,-0.2825509104324871,-0.27304347826086955,0.22684921270164465,0.625,0.041853682804811276
84,-0.3351785158199904,-0.41739130434782606,0.554764781489572,0.875,0.1876342772132232
85,0.11573696236026568,0.19478260869565217,0.24077378855104134,0.5833333333333334,0.022872170147492855
86,-0.4068278173594543,-0.4165217391304347,-0.626292953913858,0.25,-0.06745066961300675
87,-0.11262951504072662,-0.08608695652173912,0.2854575366050537,0.75,0.02350135588069726
88,-0.3220592654985447,-0.21391304347826084,-0.2812099352620504,0.4583333333333333,-0.03853981612452524
89,-0.5730794572437656,-0.5652173913043478,0.20385988994658594,0.7083333333333334,0.04682910356865659
90,-0.1768163678310828,-0.015652173913043476,0.41385336165309594,0.8333333333333334,0.08008825585662346
91,-0.07347558958991127,-0.1226086956521739,-0.24309904961287335,0.4583333333333333,-0.04589684755361867
92,0.07559202238892027,0.03217391304347826,0.2270874297068465,0.7083333333333334,0.03699380438940293
93,0.2795425057696796,0.37217391304347824,0.544002760599798,0.5416666666666666,0.06684068006931715
94,0.43778535855719514,0.38956521739130434,-0.2770657593566052,0.25,-0.05049739590958727
95,0.2094502925936028,0.19913043478260867,0.4147390969419206,0.6666666666666666,0.05471943296558966
96,-0.6189210321953958,-0.5321739130434783,-0.8057087067815804,0.25,-0.17215088035972856
97,-0.16909722913439168,-0.1417391304347826,0.18368631012415187,0.7083333333333334,0.018685404391437555
98,0.4899567585502774,0.508695652173913,0.37261262327968986,0.5833333333333334,0.04824090227613465
99,0.6876309667763578,0.7643478260869565,0.1883988619334338,0.4583333333333333,0.024207706289518738
100,-0.2366228201254237,-0.29913043478260865,-0.16010570262852017,0.4166666666666667,-0.01666062588906062
101,-0.014354055102439853,0.0008695652173913043,0.14460990409397873,0.4583333333333333,0.024898017776780048
102,0.13937929342740332,0.06521739130434781,-0.37250071685253133,0.375,-0.043244761497708784
103,-0.02654111776829997,-0.0608695652173913,0.24478592619281567,0.625,0.038567921632413175
104,0.22133079332298064,0.3652173913043478,0.15604859002066324,0.5416666666666666,0.024489583883629335
105,-0.6209376433771067,-0.5608695652173912,-0.08448332967031108,0.5416666666666666,-0.014559281659607116
106,-0.1358590976384222,-0.1695652173913043,-0.5202236928676868,0.25,-0.09359655095188307
107,0.12985337205427178,0.15130434782608695,-0.3805227873821351,0.25,-0.06983311634445566
108,0.23224693154910597,0.2669565217391304,0.38821337407531065,0.5833333333333334,0.044794530670816964
109,-0.10624278501673415,-0.20434782608695648,0.3199558453347104,0.5833333333333334,0.05663952199382565
110,-0.3146240227538477,-0.26347826086956516,0.2482143084289671,0.6666666666666666,0.041803690666277885
111,-0.5724712815906063,-0.6382608695652173,0.03411736157593983,0.7083333333333334,0.008133571807578783
112,-0.015543563796175316,0.029565217391304344,0.18952427099598115,0.5416666666666666,0.020446661736101573
113,0.15143774393550588,0.11304347826086956,0.2274003254950144,0.7083333333333334,0.029760455350117388
114,-0.5514329310362283,-0.5434782608695652,-0.5417996878942275,0.4166666666666667,-0.06148445160946394
115,0.3446407043820695,0.31304347826086953,0.12806382488539772,0.4583333333333333,0.013338644952205813
116,0.352099359333823,0.3417391304347826,0.6071266486446869,0.6666666666666666,0.10808372972054049
117,-0.16390284898890117,-0.09130434782608696,0.06828452196145007,0.4583333333333333,0.009310711657135947
118,0.28629178987039783,0.328695652173913,0.004110436924024555,0.4166666666666667,0.0007197630223251977
119,-0.025690274414070388,-0.054782608695652164,-0.032052912170351194,0.5,-0.0052830073837600204
120,-0.24761433112128256,-0.20173913043478262,0.141329299569444,0.6666666666666666,0.019807909651588112
121,0.0032110683398210715,0.04434782608695652,0.16298422164809384,0.5416666666666666,0.024419926229166018
122,-0.15691193502838163,-0.1452173913043478,-0.29224322385065216,0.2916666666666667,-0.052270143936003356
123,-0.18132075919437252,-0.23652173913043475,-0.46401445981637357,0.2916666666666667,-0.06447135513398794
124,-0.16208894601002893,-0.11391304347826085,-0.22806660396794592,0.4583333333333333,-0.03662963626034293
125,0.08136014617938914,0.07565217391304348,-0.05197529195273788,0.5416666666666666,-0.0071578569254262935
126,0.17855075765212494,0.16347826086956518,0.08937465110171593,0.4166666666666667,0.011137870874594257
127,-0.1628515728540886,-0.09913043478260869,-0.5062002795715076,0.375,-0.05583462658149138
128,-0.18896617318932324,-0.0626086956521739,-0.6852596168962044,0.125,-0.18716136450118828
129,0.3259995309860507,0.3043478260869565,0.51319100204112,0.5833333333333334,0.08032085147983481
130,-0.1259851498436343,-0.04608695652173912,-0.24347013566674114,0.4583333333333333,-0.025833581448273156
131,0.16631340066745132,0.09478260869565217,-0.16783685050799088,0.4166666666666667,-0.01825153724169712
132,-0.3746227598234621,-0.38434782608695645,-0.48884086988211684,0.375,-0.0735528925409557
133,0.4254367475166468,0.46434782608695646,-0.27976230623352705,0.2916666666666667,-0.0537326132784786
134,0.11554799089279917,0.2773913043478261,0.5992294038587369,0.8333333333333334,0.0941166658584403
135,-0.23775830397188663,-0.20869565217391303,0.5533992645936378,0.875,0.09518002756027312
136,-0.12126251327564262,-0.14608695652173911,-0.06722167724380865,0.4166666666666667,-0.007729099518736547
137,0.1707432202981085,0.19565217391304346,0.47197235639245166,0.5,0.07086403840119501
138,-0.19699441837588916,-0.24695652173913044,-0.5453474628420452,0.2916666666666667,-0.10423924293006903
139,0.1727402961462806,0.28521739130434776,0.460613412479143,0.6666666666666666,0.0596485425814178
140,0.20694872326001368,0.22347826086956518,-0.5697383446749824,0.125,-0.1838361959782417
141,-0.3811746204301706,-0.3947826086956522,0.13078919085295157,0.5833333333333334,0.02161252749003964
142,-0.4219549914760945,-0.5147826086956522,-0.30884712873930426,0.4583333333333333,-0.03668509768276194
143,-0.1338556310774425,-0.1591304347826087,0.5545354598184941,0.8333333333333334,0.116955140185813
144,0.4562163505663178,0.5460869565217391,-0.016990364459354274,0.375,-0.002914714759027855
145,-0.6690954130992715,-0.6347826086956522,-0.40407530450618273,0.4583333333333333,-0.07680682897382166
146,0.4581346125709045,0.33391304347826084,-0.22694580336105433,0.25,-0.027874317739038493
147,-0.18292975593275349,-0.19391304347826085,-0.25187917342978217,0.375,-0.023599432042069834
148,-0.23440585490261692,-0.20434782608695648,0.23470571318141956,0.5833333333333334,0.03955068256328915
149,-0.6181342812120413,-0.5982608695652173,-0.3629131005648626,0.4583333333333333,-0.05323889005642694
150,0.16426156525052069,0.1434782608695652,0.6117285435542754,0.7916666666666666,0.1231207945031432
151,-0.6319672991582703,-0.5582608695652173,-0.24605917286171752,0.5416666666666666,-0.039198612116616245
152,0.299684868798767,0.2982608695652174,0.08671321892816672,0.5416666666666666,0.008762765713410638
153,-0.4497895982148645,-0.5043478260869565,-0.11648343024505345,0.4583333333333333,-0.010782932954062017
154,-0.33666206024668904,-0.2226086956521739,-0.6909882007346735,0.16666666666666666,-0.16965182850538796
155,-0.31987611481475825,-0.40869565217391296,0.4541413455481632,0.8333333333333334,0.09243715466440494
156,-0.0046481683844291355,-0.014782608695652172,-0.05418716935981791,0.2916666666666667,-0.0040920509285627404
157,-0.0010217429158329433,0.013913043478260868,0.5571261003155484,0.8333333333333334,0.12201242574388814
158,0.009311786843063975,0.02695652173913043,-0.49186197406567894,0.3333333333333333,-0.06850607537871535
159,0.18054558814144855,0.1243478260869565,0.13178915427247406,0.625,0.016514829052410362
160,-0.2808611998981272,-0.2452173913043478,-0.18081642257833733,0.4583333333333333,-0.025596368721217545
161,0.09307023450970771,0.05826086956521739,0.5715832533623015,0.7083333333333334,0.13585456091330866
162,-0.24053515445390916,-0.2295652173913043,-0.47862383759430427,0.3333333333333333,-0.05867775685267635
163,0.10809197847614363,0.19478260869565217,0.3032886170692807,0.625,0.038397101975719446
164,-0.13268955862733123,0.02608695652173913,-0.09125858347609006,0.4583333333333333,-0.012338164587345763
165,-0.40281755237084355,-0.4052173913043478,0.13107086447390814,0.7083333333333334,0.023525235050305803
166,0.07641014115742624,0.025217391304347827,0.21867187423403212,0.5,0.022735239258990687
167,0.344356176808229,0.35739130434782607,-0.1658317102484661,0.4166666666666667,-0.02372880658592778
168,0.06996077750580786,0.02260869565217391,0.41236084310452187,0.5416666666666666,0.05554480313369063
169,-0.18550321090862154,-0.09565217391304347,0.550111750685816,0.8333333333333334,0.14194258561431028
170,-0.1437067219810706,-0.25217391304347825,-0.6281238031903643,0.25,-0.12948745604164325
171,0.24156018931173834,0.1434782608695652,-0.40752043302071245,0.20833333333333334,-0.08957796126862068
172,-0.17382900496562836,-0.06173913043478261,0.48640053147969275,0.7916666666666666,0.1032153499661592
173,0.5910631323520841,0.6104347826086955,0.6554586942185571,0.6666666666666666,0.10515653275477842
174,0.347977602533882,0.42956521739130427,-0.324842482731556,0.20833333333333334,-0.05366361344180521
175,0.08198378340909296,0.16086956521739126,-0.354365519639278,0.25,-0.054943650435157323
176,-0.013427360761471135,-0.046956521739130425,0.2349129867409895,0.5,0.03273051694016859
177,-0.46831866593677296,-0.4504347826086956,-0.36022073080685385,0.5416666666666666,-0.08923748022105239
178,0.4045019472409065,0.3121739130434782,0.04075394793641858,0.375,0.003944002920997714
179,0.20118856594635587,0.17130434782608694,-0.4068019591786813,0.20833333333333334,-0.06704526003607673
180,0.32907635159997295,0.3008695652173913,0.0029712811407617444,0.4166666666666667,0.000440112435753506
181,-0.12127794662186192,-0.1252173913043478,0.39372342096369484,0.7083333333333334,0.06913200082464596
182,-0.4576438964930519,-0.39652173913043476,-0.47322699662137135,0.4166666666666667,-0.07401710093771931
183,-0.5735141912141033,-0.5965217391304348,0.1454916478775564,0.6666666666666666,0.034949257021505475
184,0.007619323044414941,0.025217391304347827,-0.08936137734007839,0.4166666666666667,-0.012966420581570055
185,0.411630494753622,0.41478260869565214,-0.4068108063581732,0.20833333333333334,-0.0806997324373809
186,-0.10023250928696409,-0.042608695652173914,-0.5875313810485646,0.20833333333333334,-0.11561044579984035
187,0.0607080096747021,0.003478260869565217,-0.11923893530963828,0.3333333333333333,-0.0164914617439046
188,0.02380962774132775,0.07304347826086956,0.24426641006643818,0.625,0.03594126351160996
189,0.1837668632238133,0.17913043478260868,-0.23772431889194265,0.25,-0.03139844351127403
190,0.6409308927872707,0.40695652173913033,0.1807381153868933,0.4166666666666667,0.03447272999387839
191,-0.04572334735719856,-0.005217391304347826,0.5792001543696469,0.8333333333333334,0.09514877763987228
192,-0.3374462865342939,-0.18173913043478263,0.26987820692261455,0.75,0.04824537438222145
193,-0.09900899329555159,-0.08956521739130434,0.013812937903577573,0.375,0.002137926573935582
194,0.1998966225403484,0.27999999999999997,-0.3736065378630155,0.25,-0.04764477165321269
195,-0.4240029811458568,-0.35130434782608694,-0.6077586215488805,0.4583333333333333,-0.10914850284040017
196,0.2408524206834779,0.14782608695652172,0.3494951270743274,0.5416666666666666,0.06272072768752925
197,0.1285598597922636,0.2026086956521739,0.17499973145050965,0.625,0.018392500000160978
198,0.8363963380082525,0.8408695652173912,0.5135896014207524,0.4583333333333333,0.1058988326252361
199,-0.44142441782569203,-0.35826086956521735,0.15319320393165567,0.6666666666666666,0.02925308087909734
200,0.1292653845672847,0.10782608695652172,0.1363290406753767,0.5,0.021349102218661972
201,0.6055769228112038,0.44,0.0093459179888076,0.3333333333333333,0.001316136269271287
202,0.07268208356436698,-0.047826086956521734,0.44655285970119135,0.6666666666666666,0.057733526840522735
203,-0.44683983340080663,-0.5026086956521739,0.2939121271667469,0.6666666666666666,0.05750706631050038
204,-0.21611940155434395,-0.18521739130434778,-0.2170523613348113,0.4166666666666667,-0.03761604851257963
205,0.14704935599637314,0.13391304347826086,0.3925278310981756,0.5416666666666666,0.06245127991173722
206,-0.2381499584130482,-0.25478260869565217,0.22704652349551316,0.625,0.04073428152742816
207,0.000830688815019999,0.03913043478260869,0.33994476733787216,0.75,0.03866015705118
208,0.12313716136811594,0.09478260869565217,0.5584468560837249,0.875,0.1149548313687084
209,-0.0976116213074728,-0.05304347826086955,-0.06380275273424132,0.4583333333333333,-0.009018366393730002
210,0.3927756003943862,0.5113043478260869,0.5927120109320588,0.7916666666666666,0.09416216972030887
211,0.16116211854753748,-0.03652173913043478,-0.5429390865915508,0.16666666666666666,-0.07271207210009303
212,-0.1494951917604594,-0.16869565217391302,-0.49348840316385684,0.3333333333333333,-0.06453767732537942
213,-0.18213914557726069,-0.1878260869565217,-0.6237326221419827,0.20833333333333334,-0.09360701131943142
214,-0.15234241555025924,-0.034782608695652174,-0.5770268559099564,0.20833333333333334,-0.12525626414446803
215,-0.6938025892316195,-0.6921739130434782,0.16695561241498813,0.75,0.03195315882166638
216,0.07697736723573495,0.047826086956521734,0.028860609122978664,0.5833333333333334,0.0035052255347322665
217,-0.014689977869895114,-0.05130434782608695,-0.09965098346406395,0.2916666666666667,-0.01277518169309876
218,-0.3928110209621384,-0.2478260869565217,-0.4011201412079778,0.375,-0.06296028384903654
219,0.6292630115379919,0.4434782608695652,0.272516036755261,0.5,0.032542491828065054
220,0.23011932052347242,0.2652173913043478,-0.016369352587793092,0.5416666666666666,-0.002246782468574276
221,-0.49235867219435786,-0.3756521739130434,0.34011655564332444,0.75,0.09224280455978466
222,0.3753918510830021,0.3321739130434782,0.7074657688965598,0.875,0.13515219096542785
223,0.43637023727823676,0.3852173913043478,-0.43267057341060666,0.20833333333333334,-0.09071273598615026
224,-0.4259944688751463,-0.39652173913043476,0.21030136187577586,0.5833333333333334,0.030287673247241444
225,-0.5260554197834999,-0.5469565217391303,-0.046174593900480884,0.6666666666666666,-0.006429562712688001
226,-0.5554978759547462,-0.5165217391304348,-0.32190057526339855,0.5,-0.03991584964292144
227,0.07024171543744118,0.10695652173913042,-0.23114166961940602,0.2916666666666667,-0.026732710869152576
228,-0.5279435954588185,-0.4017391304347826,-0.21873911757520925,0.5833333333333334,-0.02646850890939309
229,-0.535551987685829,-0.4730434782608695,0.45755015143782646,0.875,0.11659124379458725
230,0.19855042877171405,0.19913043478260867,-0.4427873585934203,0.25,-0.06524374196498536
231,-0.7890024024620121,-0.7782608695652173,-0.4708014149531623,0.5416666666666666,-0.05984353055390001
232,0.2575942991088249,0.24,0.3729185833229948,0.5,0.06211327860362596
233,0.22779921656654617,0.23478260869565212,0.5271893105273712,0.625,0.0876671704079173
234,0.3836149822145549,0.35913043478260864,-0.10551616570714585,0.4166666666666667,-0.017911856005562343
235,0.15059323644266576,0.13478260869565215,0.26754018102004906,0.5416666666666666,0.03422735054887673
236,0.010266049839420005,0.07478260869565216,-0.24297855455773504,0.25,-0.02619051400296973
237,0.5073658516248354,0.42260869565217385,-0.31252444939781915,0.25,-0.06902504433759311
238,-0.4299025373119161,-0.48521739130434777,-0.12294556636238405,0.5,-0.016158593442635764
239,0.1902966069901036,0.16347826086956518,0.09773277670835202,0.5,0.014229206533490975
240,0.6163496715733476,0.6034782608695652,0.4871208588542324,0.625,0.0716401161399026
241,-0.2691887715123623,-0.30347826086956514,-0.6212338166114367,0.3333333333333333,-0.09604674661485085
242,-0.30752172013413537,-0.28521739130434776,0.24028068448068884,0.75,0.04099674086304335
243,0.13433695078515698,0.11130434782608695,0.4285530694155224,0.625,0.09045355057979783
244,0.41093119802104733,0.31304347826086953,0.14053518317119554,0.4166666666666667,0.01722441332404273
245,-0.029544937479330114,-0.04,0.5773763113145702,0.7916666666666666,0.1349433595651675
246,-0.1904962257932712,-0.11304347826086956,-0.09757616347588263,0.4583333333333333,-0.015835663070342468
247,-0.6681894874139556,-0.6417391304347826,-0.6867862566942329,0.25,-0.10591743802685635
248,-0.3309909631225504,-0.23217391304347823,0.09286705844368988,0.5833333333333334,0.012451461576785545
249,0.04489745508839593,0.03652173913043478,0.4450122074709475,0.7083333333333334,0.0752219202719391
250,-0.3139119412754995,-0.34521739130434775,0.03432892107289293,0.5833333333333334,0.00645557561243236
251,0.09695410095378718,0.050434782608695654,0.5641846493646381,0.7916666666666666,0.10486060328693524
252,-0.017837222838216565,-0.01652173913043478,0.4658496878421708,0.7916666666666666,0.09764441370281884
253,-0.6210785053801564,-0.6182608695652172,0.09992347238893731,0.7083333333333334,0.02064497676444198
254,0.04370302299525925,0.08695652173913042,0.5133842123487485,0.75,0.1085738772758426
255,0.34738721214552337,0.2069565217391304,-0.4701286570722049,0.16666666666666666,-0.09584232361612348
256,-0.1548859333482993,-0.15130434782608695,-0.2783973317952491,0.5,-0.03340473908079102
257,0.008923038852162682,0.0634782608695652,0.38556364608029564,0.7083333333333334,0.05640178831740156
258,0.20814835616370117,0.17913043478260868,-0.2492935296870531,0.3333333333333333,-0.026933404466687988
259,0.04466786760616113,0.03913043478260869,0.29113308871090987,0.7083333333333334,0.04210025263516144
260,-0.34147202407244703,-0.32956521739130434,0.33944419238954243,0.75,0.04747956985740914
261,-0.4816748278827149,-0.3565217391304348,0.41339193836396254,0.7916666666666666,0.1394611971167843
262,0.08514721026768196,0.05217391304347826,-0.24234639802468505,0.4166666666666667,-0.03073908757066489
263,0.046810221922371054,0.14260869565217388,-0.10565841778585551,0.5,-0.015895370011795636
264,-0.6701044912094463,-0.6686956521739129,0.15605979165551195,0.75,0.03326075804854852
265,-0.36541104804820024,-0.3347826086956522,-0.26167716959045734,0.4583333333333333,-0.0315197324492994
266,0.1575701151276846,0.16086956521739126,0.577083637983335,0.8333333333333334,0.10079612331844232
267,0.029015053888334703,0.02260869565217391,-0.45378687667656387,0.20833333333333334,-0.07730694698288323
268,0.2026826490286991,0.10434782608695652,0.596923464614137,0.7916666666666666,0.10261856574395942
269,-0.2880483584637502,-0.268695652173913,0.3950910857914013,0.7083333333333334,0.0593342827186751
270,-0.2924624083061205,-0.21043478260869564,-0.2763942639043688,0.5,-0.042154731587334994
271,-0.12021620058669942,-0.07130434782608694,0.11804529777942428,0.625,0.01732630522026622
272,-0.39559140174335117,-0.3173913043478261,0.0014178135252680866,0.5833333333333334,0.0001863378917952695
273,-0.23272930349503296,-0.21913043478260866,0.006499316955236104,0.4166666666666667,0.0008842399240614968
274,-0.11248920448091143,-0.07478260869565216,-0.05729666929114562,0.5416666666666666,-0.008133751367921337
275,0.41450775113815125,0.3947826086956522,0.5930325697849888,0.625,0.09102801668913922
276,-0.3058075941566678,-0.27652173913043476,-0.22001386488831323,0.3333333333333333,-0.03445964189224406
277,-0.30933106416890443,-0.27999999999999997,0.07849343953616511,0.5833333333333334,0.010189671167351796
278,-0.30883319868206077,-0.32260869565217387,-0.6446660189112782,0.25,-0.08137910188365804
279,-0.0648004196002504,-0.02695652173913043,0.5698014118611113,0.8333333333333334,0.08754799026516354
280,0.10662338630339527,0.15391304347826085,-0.2010554803843724,0.375,-0.022988429292788597
281,-0.389025701747034,-0.40782608695652167,-0.0656883501360532,0.625,-0.009773493373991004
282,0.4218143171910356,0.4417391304347826,0.4187416145930699,0.6666666666666666,0.05038157299244617
283,-0.594542535184835,-0.6530434782608695,0.028000352168130585,0.7083333333333334,0.006306997552414551
284,-0.6232140526726335,-0.6252173913043478,-0.015033477362104312,0.6666666666666666,-0.0024233164846891595
285,0.11370027447726974,0.10782608695652172,0.5615760723737219,0.8333333333333334,0.14225257827551185
286,0.2877674364228148,0.27478260869565213,-0.031935083739840726,0.5,-0.003509448954891696
287,-0.009685900361562728,0.049565217391304345,0.5592102267105391,0.7916666666666666,0.15701003749346587
288,-0.5487194616794766,-0.48086956521739127,0.4013184758913214,0.8333333333333334,0.07775116026200533
289,-0.5561976661449386,-0.4460869565217391,-0.6020649118078658,0.2916666666666667,-0.08391216557319497
290,0.5386931521799296,0.42260869565217385,0.6044471143893876,0.6666666666666666,0.06076610972583968
291,-0.3346090283595777,-0.3956521739130434,-0.5109618456255639,0.2916666666666667,-0.08250003809414795
292,-0.7805371413536324,-0.7156521739130434,0.19762476195405523,0.7916666666666666,0.05370111074983449
293,0.10778615225715843,0.14869565217391303,-0.043417799723670984,0.5416666666666666,-0.004643856640375085
